x,y,group,"cluster"
0.7346437661480203,-0.4780584501821194,1,1
-0.03462002354992591,0.054639018307219886,1,0
0.7802511121897395,0.5192797098109353,0,0
1.7415274035091424,-0.12515844677571625,1,1
0.03301888057315823,1.009146842018987,0,0
0.8911183322669128,0.3861442582749748,0,1
-1.020208125557442,0.3285396679011108,0,0
0.8814274767238744,0.37156157376973853,0,1
0.2916275831526868,-0.30248858878773155,1,1
0.2728537972405391,-0.14597769347810075,1,1
1.915604345575356,0.17931504692330685,1,1
0.6192950734444878,0.7903399101741067,0,0
0.6358692055916133,0.7741321092146348,0,0
0.7367428119561905,0.6783270604329643,0,0
-0.9548986582404576,0.3287465074918597,0,0
-0.8053704419671116,0.719991245336607,0,0
-0.640706310797161,0.8167425770187136,0,0
0.7377860866611472,-0.5077818474043087,1,1
1.9607424421569146,0.18267141880478235,1,1
-0.556785043585739,0.8459496417092102,0,0
1.5866561770470482,-0.18338070783925892,1,1
0.4188965837791683,-0.33658331821976606,1,1
1.0317693326110777,0.1556285371692156,0,1
-0.7204040131278415,0.692578555338895,0,0
0.47564677787482257,-0.34275588530696954,1,1
0.33505644962493997,-0.3183457910582177,1,1
0.7922977123566467,0.6148469238929146,0,0
-0.8670710258678561,0.5339552125226438,0,0
1.2972520518939459,-0.4440087493265084,1,1
0.8866886313744926,0.5552289849612997,0,1
0.929454042322845,0.49501777915769807,0,1
-1.0628136931706984,0.14393797648589043,0,0
0.6404691276879366,-0.3598738591624535,1,1
0.2492343175722347,-0.1165545499696359,1,1
2.042726655394262,0.4174437797157812,1,1
0.2299017144708581,-0.15560273303452465,1,1
0.1758750540185591,0.9130236937044922,0,0
1.7053467200924957,-0.17718014011947736,1,1
0.036371965794681424,0.2094645469393667,1,0
0.19523791603985413,-0.1041789887557599,1,1
0.6287825449704441,0.8535045571393729,0,0
-0.34032024941763794,0.8851416986564894,0,0
0.4943879264429382,0.8380329980311351,0,0
-0.07118272861386626,1.0741364889919722,0,0
0.5539640141390716,-0.3684986248847644,1,1
1.4282104403879854,-0.3306562321979924,1,1
0.8355016999542693,-0.5227539964285808,1,1
0.6308825618861942,0.8030427755673754,0,0
1.9757019006102718,0.28358394547287963,1,1
1.9130164030470875,0.09161145031454525,1,1
0.6293170597111813,-0.4376231239617186,1,1
-0.9840634995012407,0.4902192852252927,0,0
0.933681153370235,0.19589765333549725,0,1
0.4484640295458429,-0.3154970606902289,1,1
0.5953708372315895,0.92531301578424,0,0
0.02595884278148754,0.994417388965124,0,0
1.9832431900062943,0.07258099116331646,1,1
1.379626300578201,-0.34025262953082624,1,1
1.8051484171391958,-0.09839923671052288,1,1
2.0532309104988857,0.5525044235744923,1,1
0.5240283637833966,0.9040907292023981,0,0
-0.584143190921536,0.7088112900248212,0,0
0.15092204043408408,-0.10686279429526557,1,1
0.5354768073293535,-0.40772685196962877,1,1
1.8084185199559488,-0.16563985518734614,1,1
0.21185292461120941,1.0632434431833098,0,0
0.11875481843113908,0.9933307512830896,0,0
0.8812986779624588,-0.45631739941944294,1,1
0.38420728876589055,-0.2685955857917303,1,1
0.149329048963673,0.9383931784979146,0,0
0.10496339277837716,1.0230056298744212,0,0
0.03256912393606809,0.23362913441077893,1,0
-0.8659131471394664,0.6373930703190779,0,0
1.9537354046686182,0.4365050758440048,1,1
0.8345279816940698,0.5525584449513417,0,0
1.7329758898807817,-0.14865596334007639,1,1
0.695292470747615,0.6486538429406191,0,0
1.943168366100118,0.4154293761549823,1,1
1.8755426147339895,0.02928278770206217,1,1
-0.6649369035488546,0.8056182843335249,0,0
1.8380639551070344,-0.06537709351599576,1,1
0.22053300794314343,-0.1273474403121731,1,1
0.05726901855475268,0.9575571870155536,0,0
0.24108929482986466,0.9446232898276415,0,0
0.09573114747718053,-0.048229471048389316,1,0
1.8472504254943747,-0.20339896792750178,1,1
1.8062463790420904,-0.0514074120273913,1,1
0.8991652110270067,0.3166664366232338,0,1
-0.61521128515581,0.7068498985532651,0,0
1.913941946138918,0.3926280562896383,1,1
0.005572159767740662,0.9928001298734046,0,0
1.8683421491881125,0.40259566455499457,1,1
0.9141379133421098,-0.41815972954278596,1,1
0.9814835549858596,-0.507444877978236,1,1
0.22270233204207415,0.988517055846014,0,0
-0.9089808785233459,0.3899027263255586,0,0
0.22103947914908012,-0.14635258270160229,1,1
0.7980361485572859,0.642836339174978,0,0
0.22477340919227895,-0.09876118210236458,1,1
-0.48035926239295157,0.8845408532086092,0,0
0.46566724495676787,-0.4602251963371323,1,1
0.4896852676341094,-0.43929654712040445,1,1
0.7974953500680766,-0.4479292202040336,1,1
0.06098272734181262,0.45083541556714146,1,0
0.7157749975491713,-0.5164587156833955,1,1
1.9632111281215825,0.25145675320648425,1,1
1.9782744846176141,0.19425877854133933,1,1
0.8075047346790933,0.6751248728385425,0,0
0.1324439497807594,-0.1287006824917604,1,1
0.11368716633938485,0.050457407435958654,1,0
-0.20365611663095692,1.0166787555422216,0,0
1.4661524847129523,-0.37403454390003954,1,1
0.938308149490036,-0.4772960491224728,1,1
-0.04908490538163627,0.4564680862677589,1,0
-0.9102404583290459,0.4254457466731841,0,0
-0.05610252630174557,1.1017648669001157,0,0
0.06507070700947425,1.0421513611382747,0,0
0.31927383433355183,1.0409627241301642,0,0
1.0634966967819655,0.04627371440189643,0,1
1.0068984289419816,0.09782421627857582,0,1
-0.48980092923602825,0.8615156439452332,0,0
1.7064527919333938,-0.28707070853641947,1,1
-0.9953705264758692,0.19764963589721324,0,0
-0.9510591052729332,0.4103490126485875,0,0
0.27118586336984596,-0.2738341108454249,1,1
1.6637551351995274,-0.3126051237463688,1,1
1.0047272258106914,0.40437674346294666,0,1
0.3673637019815584,-0.22945697404959592,1,1
0.6753380848542127,0.7974743959434186,0,0
-0.14493444414225856,0.9658353409926199,0,0
0.0901939891854404,0.3011005007693047,1,0
0.6549965868575599,-0.46768389260712123,1,1
1.4390804810521476,-0.3592605628071534,1,1
0.33629482462253735,-0.2164926218705843,1,1
-0.35710511212194324,0.9423195829104626,0,0
0.7270052111161678,0.5903437035741512,0,0
-0.44654676276252625,0.841280289922059,0,0
0.6173003445075379,-0.419927114684911,1,1
-0.8543485540708692,0.5703655892108963,0,0
0.23570813891419587,1.022800218965283,0,0
-0.9465341309216797,-0.04354635099992465,0,0
0.6407025047236907,-0.48596104802781426,1,1
0.9786526227949307,0.3643336303573929,0,1
1.9039246131883978,0.19265542411755202,1,1
1.0343618918725543,0.21065320984517355,0,1
0.6853269643799659,0.7192133672866002,0,0
0.3550318961557701,-0.1905372564062846,1,1
0.05813975130106855,0.12028090043595717,1,0
0.875331401455523,0.5751877006484597,0,1
1.4898382196340156,-0.37075387319333025,1,1
-0.04035296343411286,0.38073173017625567,1,0
1.9090492386905584,-0.015045390884257562,1,1
